Stabr,Area_name,POVALL_2019,PCTPOVALL_2019
MO,Maries County,"1,229",14.3
MO,Marion County,"3,776",13.9
MO,Mercer County,453,12.7
MO,Miller County,"3,818",15.1
MO,Mississippi County,"3,130",27.7
MO,Moniteau County,"1,617",11
MO,Monroe County,"1,143",13.4
MO,Montgomery County,"1,482",13.3
MO,Morgan County,"3,594",17.8
MO,New Madrid County,"3,758",22.5
MO,Newton County,"7,511",13.2
MO,Nodaway County,"3,302",17.8
MO,Oregon County,"2,132",20.6
MO,Osage County,"1,199",9.1
MO,Ozark County,"2,056",22.7
MO,Pemiscot County,"4,178",26.9
MO,Perry County,"1,710",9.1
MO,Pettis County,"5,349",12.9
MO,Phelps County,"7,069",17
MO,Pike County,"2,802",17.6
MO,Platte County,"5,451",5.3
MO,Polk County,"6,005",19.6
MO,Pulaski County,"6,185",14.6
MO,Putnam County,725,15.7
MO,Ralls County,"1,026",10
MO,Randolph County,"3,710",16.5
MO,Ray County,"2,076",9.2
MO,Reynolds County,"1,333",21.7
MO,Ripley County,"2,581",19.7
MO,St. Charles County,"18,379",4.6
MO,St. Clair County,"1,771",19.3
MO,Ste. Genevieve County,"1,698",9.7
MO,St. Francois County,"10,201",17
MO,St. Louis County,"90,474",9.3
MO,Saline County,"3,357",15.7
MO,Schuyler County,953,20.8
MO,Scotland County,688,14.4
MO,Scott County,"6,730",17.9
MO,Shannon County,"1,827",22.6
MO,Shelby County,906,15.8
MO,Stoddard County,"5,249",18.4
MO,Stone County,"4,873",15.4
MO,Sullivan County,935,15.6
MO,Taney County,"6,818",12.6
MO,Texas County,"4,923",21
MO,Vernon County,"3,367",17.1
MO,Warren County,"3,521",10
MO,Washington County,"5,269",22.4
MO,Wayne County,"2,620",20.6
MO,Webster County,"6,236",16.2
MO,Worth County,292,14.9
MO,Wright County,"3,534",19.6
MO,St. Louis city,"59,238",20.4
MT,Montana,"130,974",12.6
MT,Beaverhead County,"1,302",14.5
MT,Big Horn County,"3,430",26.1
MT,Blaine County,"1,401",21.3
MT,Broadwater County,556,9
MT,Carbon County,"1,078",10.1
MT,Carter County,175,14.2
MT,Cascade County,"11,259",14.2
MT,Chouteau County,857,15.4
MT,Custer County,"1,427",13
MT,Daniels County,180,11
MT,Dawson County,955,11.8
MT,Deer Lodge County,"1,350",15.9
MT,Fallon County,272,9.7
MT,Fergus County,"1,418",13.2
MT,Flathead County,"9,689",9.4
MT,Gallatin County,"11,486",10.3
MT,Garfield County,206,16.4
MT,Glacier County,"3,449",25.7
MT,Golden Valley County,155,19.7
MT,Granite County,417,12.5
MT,Hill County,"2,517",15.7
MT,Jefferson County,967,8
MT,Judith Basin County,290,14.5
MT,Lake County,"5,181",17.2
MT,Lewis and Clark County,"6,393",9.4
MT,Liberty County,425,19
MT,Lincoln County,"3,440",17.4
MT,McCone County,238,14.5
MT,Madison County,823,9.7
MT,Meagher County,282,15.7
MT,Mineral County,681,15.6
MT,Missoula County,"13,748",11.8
MT,Musselshell County,758,16.5
MT,Park County,"1,940",11.8
MT,Petroleum County,72,14.8
MT,Phillips County,557,14.3
MT,Pondera County,995,17.5
MT,Powder River County,227,13.8
MT,Powell County,846,16.3
MT,Prairie County,138,13.1
MT,Ravalli County,"4,859",11.2
MT,Richland County,945,8.8
MT,Roosevelt County,"2,617",24.3
MT,Rosebud County,"1,437",16.3
MT,Sanders County,"1,994",16.7
MT,Sheridan County,399,12.3
MT,Silver Bow County,"5,175",15.3
MT,Stillwater County,887,9.3
MT,Sweet Grass County,380,10.3
MT,Teton County,799,13.5
MT,Toole County,650,15.8
MT,Treasure County,85,12.2
MT,Valley County,932,12.8
MT,Wheatland County,377,18.3
MT,Wibaux County,106,11.3
MT,Yellowstone County,"17,752",11.3
NE,Nebraska,"186,402",9.9
NE,Adams County,"3,181",10.6
NE,Antelope County,761,12.2
NE,Arthur County,63,13.6
NE,Banner County,84,11.3
NE,Blaine County,74,15.9
NE,Boone County,509,10
NE,Box Butte County,"1,096",10.3
NE,Boyd County,263,14.1
NE,Brown County,337,11.6
NE,Buffalo County,"5,480",11.6
NE,Burt County,636,10.1
NE,Butler County,644,8.2
NE,Cass County,"1,361",5.3
NE,Cedar County,707,8.6
NE,Chase County,348,9.1
NE,Cherry County,601,10.7
NE,Cheyenne County,884,10.1
NE,Clay County,647,10.6
NE,Colfax County,868,8.2
NE,Cuming County,774,8.9
NE,Custer County,"1,252",11.8
NE,Dakota County,"2,083",10.6
NE,Dawes County,"1,280",16.4
NE,Dawson County,"2,762",11.9
NE,Deuel County,201,11.2
NE,Dixon County,480,8.7
NE,Dodge County,"3,349",9.5
NE,Douglas County,"57,105",10.2
NE,Dundy County,223,13.4
NE,Fillmore County,448,8.5
NE,Franklin County,421,14.3
NE,Frontier County,321,12.9
NE,Furnas County,557,12.2
NE,Gage County,"2,363",11.2
NE,Garden County,272,15
NE,Garfield County,231,12.1
NE,Gosper County,172,8.9
NE,Grant County,60,9.6
NE,Greeley County,286,12.5
NE,Hall County,"6,123",10.2
NE,Hamilton County,593,6.5
NE,Harlan County,366,11
NE,Hayes County,138,15
NE,Hitchcock County,309,11.3
NE,Holt County,"1,098",11.1
NE,Hooker County,54,8.2
NE,Howard County,641,10.1
NE,Jefferson County,655,9.5
NE,Johnson County,448,11.2
NE,Kearney County,488,7.7
NE,Keith County,885,11.1
NE,Keya Paha County,152,18.9
NE,Kimball County,433,12.2
NE,Knox County,986,12.2
NE,Lancaster County,"32,535",10.7
NE,Lincoln County,"3,682",10.8
NE,Logan County,66,8.9
NE,Loup County,100,15.2
NE,McPherson County,62,12.6
NE,Madison County,"3,446",10.2
NE,Merrick County,832,11
NE,Morrill County,598,13.2
NE,Nance County,351,10.3
NE,Nemaha County,768,11.8
NE,Nuckolls County,458,11.2
NE,Otoe County,"1,304",8.3
NE,Pawnee County,334,13.1
NE,Perkins County,269,9.5
NE,Phelps County,873,10
NE,Pierce County,655,9.3
NE,Platte County,"2,960",9
NE,Polk County,354,6.9
NE,Red Willow County,"1,231",12
NE,Richardson County,946,12.3
NE,Rock County,184,13.9
NE,Saline County,"1,212",9.2
NE,Sarpy County,"10,930",5.9
NE,Saunders County,"1,462",6.9
NE,Scotts Bluff County,"4,494",13
NE,Seward County,"1,138",7.2
NE,Sheridan County,738,14.5
NE,Sherman County,362,12.4
NE,Sioux County,185,15.9
NE,Stanton County,410,7
NE,Thayer County,527,10.8
NE,Thomas County,100,13.9
NE,Thurston County,"1,769",24.9
NE,Valley County,425,10.4
NE,Washington County,"1,386",6.8
NE,Wayne County,987,11.8
NE,Webster County,414,12.3
NE,Wheeler County,96,12.3
NE,York County,"1,205",9.4
NV,Nevada,"384,900",12.7
NV,Churchill County,"2,871",11.7
NV,Clark County,"296,767",13.3
NV,Douglas County,"3,930",8.1
NV,Elko County,"5,714",11
NV,Esmeralda County,120,13.8
NV,Eureka County,201,9.9
NV,Humboldt County,"1,829",11
NV,Lander County,602,10.9
NV,Lincoln County,674,13.8
NV,Lyon County,"5,831",10.2
NV,Mineral County,708,15.9
NV,Nye County,"7,317",16.1
NV,Pershing County,864,17.6
NV,Storey County,290,7
NV,Washoe County,"49,598",10.7
NV,White Pine County,"1,126",13.7
NV,Carson City,"6,458",12.2
NH,New Hampshire,"98,310",7.5
NH,Belknap County,"5,139",8.6
NH,Carroll County,"4,370",9
NH,Cheshire County,"6,977",9.7
NH,Coos County,"4,062",13.9
NH,Grafton County,"7,601",9.2
NH,Hillsborough County,"30,494",7.5
NH,Merrimack County,"9,194",6.4
NH,Rockingham County,"15,522",5.1
NH,Strafford County,"10,645",8.8
NH,Sullivan County,"4,305",10.1
NJ,New Jersey,"795,676",9.1
NJ,Atlantic County,"29,057",11.3
NJ,Bergen County,"52,980",5.7
NJ,Burlington County,"24,961",5.7
NJ,Camden County,"53,641",10.7
NJ,Cape May County,"8,853",9.8
NJ,Cumberland County,"19,261",13.8
NJ,Essex County,"107,745",13.8
NJ,Gloucester County,"21,602",7.5
NJ,Hudson County,"90,976",13.7
NJ,Hunterdon County,"4,794",4
NJ,Mercer County,"41,600",11.9
NJ,Middlesex County,"68,514",8.5
NJ,Monmouth County,"37,725",6.2
NJ,Morris County,"25,678",5.3
NJ,Ocean County,"53,950",9
NJ,Passaic County,"65,342",13.3
NJ,Salem County,"7,000",11.4
NJ,Somerset County,"17,409",5.4
NJ,Sussex County,"7,180",5.2
NJ,Union County,"50,094",9.1
NJ,Warren County,"7,313",7.1
NM,New Mexico,"358,526",17.5
NM,Bernalillo County,"103,458",15.5
NM,Catron County,723,20.6
NM,Chaves County,"11,376",18.1
NM,Cibola County,"6,137",25.5
NM,Colfax County,"1,961",17
NM,Curry County,"8,868",18.7
NM,DeBaca County,323,18.6
NM,Dona Ana County,"50,726",23.8
NM,Eddy County,"6,474",11.2
NM,Grant County,"4,772",18.1
NM,Guadalupe County,874,23.5
NM,Harding County,96,15.4
NM,Hidalgo County,942,22.9
NM,Lea County,"10,399",15.1
NM,Lincoln County,"2,657",13.7
NM,Los Alamos County,683,3.5
NM,Luna County,"5,488",23.8
NM,McKinley County,"21,294",30.1
NM,Mora County,956,21.2
NM,Otero County,"13,054",20.1
NM,Quay County,"1,781",21.7
NM,Rio Arriba County,"8,542",22.2
NM,Roosevelt County,"3,257",18.8
NM,Sandoval County,"14,627",10
NM,San Juan County,"24,358",19.9
NM,San Miguel County,"6,239",23.8
NM,Santa Fe County,"18,378",12.4
NM,Sierra County,"2,899",27.6
NM,Socorro County,"4,171",26
NM,Taos County,"5,922",18.2
NM,Torrance County,"3,198",21.6
NM,Union County,684,20.3
NM,Valencia County,"13,210",17.6
NY,New York,"2,471,760",13.1
NY,Albany County,"33,970",11.7
NY,Allegany County,"7,491",17.9
NY,Bronx County,"361,834",26.2
NY,Broome County,"31,962",17.8
NY,Cattaraugus County,"10,821",14.7
NY,Cayuga County,"10,058",13.8
NY,Chautauqua County,"19,896",16.3
NY,Chemung County,"11,221",14.1
NY,Chenango County,"6,368",13.7
NY,Clinton County,"10,950",14.8
NY,Columbia County,"5,883",10.1
NY,Cortland County,"7,542",17.3
NY,Delaware County,"5,290",12.6
NY,Dutchess County,"23,693",8.6
NY,Erie County,"118,386",13.3
NY,Essex County,"4,338",12.4
NY,Franklin County,"8,017",18.1
NY,Fulton County,"8,533",16.4
NY,Genesee County,"5,825",10.5
NY,Greene County,"5,589",12.6
NY,Hamilton County,433,9.8
NY,Herkimer County,"8,235",13.7
NY,Jefferson County,"15,168",14.6
NY,Kings County,"446,923",17.7
NY,Lewis County,"3,208",12.4
NY,Livingston County,"7,916",13.8
NY,Madison County,"6,488",9.8
NY,Monroe County,"90,791",12.7
NY,Montgomery County,"7,652",15.9
NY,Nassau County,"74,435",5.6
NY,New York County,"222,672",14.1
NY,Niagara County,"25,407",12.4
NY,Oneida County,"31,586",14.6
NY,Onondaga County,"61,412",13.8
NY,Ontario County,"8,645",8.1
NY,Orange County,"46,013",12.3
NY,Orleans County,"5,020",13.2
NY,Oswego County,"17,530",15.6
NY,Otsego County,"8,809",16.2
NY,Putnam County,"5,016",5.2
NY,Queens County,"245,941",11
NY,Rensselaer County,"17,506",11.5
NY,Richmond County,"42,807",9.1
NY,Rockland County,"40,031",12.5
NY,St. Lawrence County,"18,348",18.9
NY,Saratoga County,"13,482",6
NY,Schenectady County,"18,363",12.1
NY,Schoharie County,"3,600",12.1
NY,Schuyler County,"2,763",15.7
NY,Seneca County,"4,302",13.7
NY,Steuben County,"14,089",15
NY,Suffolk County,"97,920",6.8
NY,Sullivan County,"11,745",16.1
NY,Tioga County,"4,485",9.4
NY,Tompkins County,"15,079",16.9
NY,Ulster County,"20,451",12
NY,Warren County,"6,399",10.1
NY,Washington County,"6,917",11.9
NY,Wayne County,"10,093",11.4
NY,Westchester County,"79,545",8.4
NY,Wyoming County,"3,598",9.9
NY,Yates County,"3,271",13.9
NC,North Carolina,"1,383,760",13.6
NC,Alamance County,"23,890",14.6
NC,Alexander County,"4,193",11.7
NC,Alleghany County,"1,862",16.9
NC,Anson County,"4,861",21.4
NC,Ashe County,"3,946",14.6
NC,Avery County,"2,481",16.4
NC,Beaufort County,"8,164",17.6
NC,Bertie County,"4,256",24.2
NC,Bladen County,"6,876",21.2
NC,Brunswick County,"14,423",10.2
NC,Buncombe County,"31,045",12.2
NC,Burke County,"16,123",18.4
NC,Cabarrus County,"16,932",7.9
NC,Caldwell County,"9,728",12
NC,Camden County,819,7.6
NC,Carteret County,"7,102",10.4
NC,Caswell County,"3,438",16.2
NC,Catawba County,"20,898",13.3
NC,Chatham County,"6,400",8.7
NC,Cherokee County,"4,997",17.7
NC,Chowan County,"2,528",18.5
NC,Clay County,"1,554",14
NC,Cleveland County,"18,230",19
NC,Columbus County,"11,654",22.3
NC,Craven County,"13,385",13.8
NC,Cumberland County,"57,342",18
NC,Currituck County,"2,419",8.8
NC,Dare County,"3,284",8.9
NC,Davidson County,"25,099",15.2
NC,Davie County,"4,632",10.9
NC,Duplin County,"10,288",17.7
NC,Durham County,"43,009",14
NC,Edgecombe County,"10,625",21
NC,Forsyth County,"56,484",15.2
NC,Franklin County,"7,908",11.6
NC,Gaston County,"25,710",11.6
NC,Gates County,"1,680",14.7
NC,Graham County,"1,391",16.8
NC,Granville County,"8,313",14.6
NC,Greene County,"3,715",20.2
NC,Guilford County,"83,004",16
NC,Halifax County,"11,533",23.8
NC,Harnett County,"20,597",15.6
NC,Haywood County,"6,536",10.6
NC,Henderson County,"12,349",10.6
NC,Hertford County,"4,829",23
NC,Hoke County,"9,149",16.9
NC,Hyde County,853,19.2
NC,Iredell County,"14,812",8.2
NC,Jackson County,"7,661",19.3
NC,Johnston County,"25,901",12.5
NC,Jones County,"1,747",18.8
NC,Lee County,"8,634",14.2
NC,Lenoir County,"12,750",23.1
NC,Lincoln County,"7,682",9
NC,McDowell County,"6,048",13.6
NC,Macon County,"5,093",14.3
NC,Madison County,"3,020",14.6
NC,Martin County,"4,589",20.6
NC,Mecklenburg County,"112,863",10.3
NC,Mitchell County,"2,180",14.8
NC,Montgomery County,"4,218",16.1
NC,Moore County,"11,254",11.3
NC,Nash County,"15,065",16.4
NC,New Hanover County,"29,519",13
NC,Northampton County,"4,042",21.6
NC,Onslow County,"22,029",12.5
NC,Orange County,"18,446",13.4
NC,Pamlico County,"1,899",15.9
NC,Pasquotank County,"5,386",14.3
NC,Pender County,"7,117",11.5
NC,Perquimans County,"2,007",15
NC,Person County,"5,998",15.4
NC,Pitt County,"33,512",19.2
NC,Polk County,"2,476",12.1
NC,Randolph County,"19,996",14.1
NC,Richmond County,"11,234",25.8
NC,Robeson County,"39,748",31.5
NC,Rockingham County,"16,504",18.4
NC,Rowan County,"19,063",13.9
NC,Rutherford County,"12,158",18.5
NC,Sampson County,"10,471",16.8
NC,Scotland County,"9,168",28.5
NC,Stanly County,"6,470",10.7
NC,Stokes County,"5,844",13
NC,Surry County,"11,338",16
NC,Swain County,"2,253",16.1
NC,Transylvania County,"4,388",13.1
NC,Tyrrell County,861,25.4
NC,Union County,"17,281",7.3
NC,Vance County,"8,143",18.5
NC,Wake County,"87,375",8
NC,Warren County,"4,083",21.7
NC,Washington County,"2,438",21.3
NC,Watauga County,"10,793",21.4
NC,Wayne County,"22,456",18.6
NC,Wilkes County,"10,228",15.2
NC,Wilson County,"17,258",21.5
NC,Yadkin County,"5,189",13.9
NC,Yancey County,"2,537",14.2
ND,North Dakota,"77,327",10.5
ND,Adams County,232,10.7
ND,Barnes County,977,9.9
ND,Benson County,"1,578",23.3
ND,Billings County,90,9.7
ND,Bottineau County,586,9.7
ND,Bowman County,238,8
ND,Burke County,185,8.8
ND,Burleigh County,"6,304",6.9
ND,Cass County,"20,189",11.4
ND,Cavalier County,336,9.1
ND,Dickey County,494,10.6
ND,Divide County,239,10.8
ND,Dunn County,428,9.8
ND,Eddy County,222,10
ND,Emmons County,434,13.7
ND,Foster County,276,8.8
ND,Golden Valley County,206,12.1
ND,Grand Forks County,"8,769",13.2
ND,Grant County,337,14.9
ND,Griggs County,207,9.5
ND,Hettinger County,290,12.5
ND,Kidder County,348,14.1
ND,LaMoure County,485,12.2
ND,Logan County,237,13.2
ND,McHenry County,685,12.1
ND,McIntosh County,335,13.9
ND,McKenzie County,"1,107",7.4
ND,McLean County,876,9.4
ND,Mercer County,624,7.7
ND,Morton County,"2,416",7.9
ND,Mountrail County,"1,000",9.5
ND,Nelson County,315,11.2
ND,Oliver County,207,10.6
ND,Pembina County,583,8.8
ND,Pierce County,434,11.6
ND,Ramsey County,"1,361",12.3
ND,Ransom County,438,8.7
ND,Renville County,202,8.9
ND,Richland County,"1,904",12.4
ND,Rolette County,"3,632",25.9
ND,Sargent County,290,7.5
ND,Sheridan County,219,16.7
ND,Sioux County,"1,333",32.1
ND,Slope County,101,13.5
ND,Stark County,"2,622",8.5
ND,Steele County,139,7.4
ND,Stutsman County,"2,064",10.8
ND,Towner County,231,10.7
ND,Traill County,618,8
ND,Walsh County,"1,221",11.7
ND,Ward County,"5,859",9
ND,Wells County,464,12.4
ND,Williams County,"2,366",6.4
OH,Ohio,"1,474,285",13
OH,Adams County,"5,200",19.1
OH,Allen County,"12,452",12.9
OH,Ashland County,"6,407",12.6
OH,Ashtabula County,"17,508",18.7
OH,Athens County,"14,839",26.6
OH,Auglaize County,"3,297",7.3
OH,Belmont County,"7,355",11.6
OH,Brown County,"5,162",12.1
OH,Butler County,"43,439",11.7
OH,Carroll County,"2,992",11.3
OH,Champaign County,"2,941",7.7
OH,Clark County,"18,960",14.6
OH,Clermont County,"16,710",8.2
OH,Clinton County,"6,041",14.8
OH,Columbiana County,"12,955",13.2
OH,Coshocton County,"4,517",12.5
OH,Crawford County,"6,000",14.7
OH,Cuyahoga County,"195,758",16.2
OH,Darke County,"6,115",12.1
OH,Defiance County,"3,264",8.8
OH,Delaware County,"9,863",4.8
OH,Erie County,"8,414",11.6
OH,Fairfield County,"12,549",8.1
OH,Fayette County,"3,777",13.6
OH,Franklin County,"172,890",13.5
OH,Fulton County,"2,889",6.9
OH,Gallia County,"4,790",16.5
OH,Geauga County,"5,083",5.5
OH,Greene County,"15,932",9.9
OH,Guernsey County,"5,946",15.5
OH,Hamilton County,"116,077",14.6
OH,Hancock County,"6,877",9.3
OH,Hardin County,"4,078",13.9
OH,Harrison County,"2,133",14.5
OH,Henry County,"2,000",7.5
OH,Highland County,"6,643",15.6
OH,Hocking County,"4,177",15
OH,Holmes County,"3,952",9.2
OH,Huron County,"5,719",10
OH,Jackson County,"5,491",17.2
OH,Jefferson County,"10,733",17.1
OH,Knox County,"6,664",11.3
OH,Lake County,"18,914",8.3
OH,Lawrence County,"9,482",16.2
OH,Licking County,"16,038",9.3
OH,Logan County,"4,751",10.5
OH,Lorain County,"41,735",13.9
OH,Lucas County,"75,402",18
OH,Madison County,"3,808",9.6
OH,Mahoning County,"40,346",18.4
OH,Marion County,"8,736",14.8
OH,Medina County,"9,739",5.5
OH,Meigs County,"3,570",15.8
OH,Mercer County,"2,710",6.7
OH,Miami County,"9,324",8.8
OH,Monroe County,"1,881",14
OH,Montgomery County,"78,917",15.3
OH,Morgan County,"2,236",15.7
OH,Morrow County,"2,967",8.5
OH,Muskingum County,"12,866",15.3
OH,Noble County,"1,657",14.2
OH,Ottawa County,"3,215",8.1
OH,Paulding County,"1,816",9.8
OH,Perry County,"5,333",15
OH,Pickaway County,"6,177",11.5
OH,Pike County,"5,191",19.1
OH,Portage County,"18,371",11.9
OH,Preble County,"3,602",8.9
OH,Putnam County,"2,397",7.2
OH,Richland County,"15,313",13.5
OH,Ross County,"10,803",15.2
OH,Sandusky County,"5,489",9.6
OH,Scioto County,"15,739",21.9
OH,Seneca County,"6,338",12.1
OH,Shelby County,"4,374",9.1
OH,Stark County,"46,938",13
OH,Summit County,"75,226",14.2
OH,Trumbull County,"29,809",15.4
OH,Tuscarawas County,"10,162",11.2
OH,Union County,"3,033",5.4
OH,Van Wert County,"2,359",8.5
OH,Vinton County,"2,417",18.7
OH,Warren County,"10,308",4.5
OH,Washington County,"6,395",11
OH,Wayne County,"11,062",9.9
OH,Williams County,"3,324",9.3
OH,Wood County,"13,819",11.2
OH,Wyandot County,"1,609",7.5
OK,Oklahoma,"578,631",15.1
OK,Adair County,"5,192",23.6
OK,Alfalfa County,735,15.8
OK,Atoka County,"2,493",19.2
OK,Beaver County,557,10.6
OK,Beckham County,"4,131",20.8
OK,Blaine County,"1,387",14.9
OK,Bryan County,"8,070",17.3
OK,Caddo County,"5,502",20.6
OK,Canadian County,"11,747",8.1
OK,Carter County,"6,760",14.3
OK,Cherokee County,"10,049",21.4
OK,Choctaw County,"3,247",22.5
OK,Cimarron County,379,17.8
OK,Cleveland County,"31,942",11.7
OK,Coal County,978,18.1
OK,Comanche County,"19,406",17.6
OK,Cotton County,"1,042",18.6
OK,Craig County,"2,434",18.2
OK,Creek County,"9,655",13.7
OK,Custer County,"4,327",15.8
OK,Delaware County,"7,437",17.5
OK,Dewey County,553,11.6
OK,Ellis County,494,13
OK,Garfield County,"7,520",12.7
OK,Garvin County,"4,267",15.6
OK,Grady County,"6,604",12.1
OK,Grant County,474,11.2
OK,Greer County,"1,102",24.1
OK,Harmon County,604,23.7
OK,Harper County,403,11.1
OK,Haskell County,"2,525",20.2
OK,Hughes County,"2,511",21.4
OK,Jackson County,"4,113",17.3
OK,Jefferson County,"1,218",20.8
OK,Johnston County,"2,261",21
OK,Kay County,"6,812",16.1
OK,Kingfisher County,"1,389",8.9
OK,Kiowa County,"1,864",21.9
OK,Latimer County,"1,753",18.5
OK,Le Flore County,"9,848",20.5
OK,Lincoln County,"4,799",13.9
OK,Logan County,"5,729",12.4
OK,Love County,"1,356",13.4
OK,McClain County,"2,869",7.1
OK,McCurtain County,"7,079",21.9
OK,McIntosh County,"3,801",19.7
OK,Major County,"1,005",13.4
OK,Marshall County,"3,030",18.2
OK,Mayes County,"7,166",17.7
OK,Murray County,"2,049",14.9
OK,Muskogee County,"14,622",22.7
OK,Noble County,"1,346",12.3
OK,Nowata County,"1,484",15
OK,Okfuskee County,"3,010",27.4
OK,Oklahoma County,"116,741",14.9
OK,Okmulgee County,"6,916",18.7
OK,Osage County,"6,758",14.9
OK,Ottawa County,"5,569",18.5
OK,Pawnee County,"2,449",15.2
OK,Payne County,"16,969",23
OK,Pittsburg County,"8,136",19.7
OK,Pontotoc County,"5,087",13.9
OK,Pottawatomie County,"10,272",14.8
OK,Pushmataha County,"2,613",23.9
OK,Roger Mills County,478,13.4
OK,Rogers County,"9,458",10.4
OK,Seminole County,"5,192",22
OK,Sequoyah County,"8,864",21.6
OK,Stephens County,"6,272",14.8
OK,Texas County,"2,844",14.7
OK,Tillman County,"1,420",20.4
OK,Tulsa County,"91,457",14.3
OK,Wagoner County,"6,639",8.2
OK,Washington County,"6,540",12.9
OK,Washita County,"1,343",12.6
OK,Woods County,"1,179",15.2
OK,Woodward County,"2,306",12.2
OR,Oregon,"474,302",11.5
OR,Baker County,"2,139",13.6
OR,Benton County,"14,418",16.5
OR,Clackamas County,"29,818",7.2
OR,Clatsop County,"4,779",12
OR,Columbia County,"4,444",8.6
OR,Coos County,"9,867",15.6
OR,Crook County,"2,627",10.9
OR,Curry County,"3,054",13.4
OR,Deschutes County,"18,047",9.2
OR,Douglas County,"12,949",11.8
OR,Gilliam County,204,10.9
OR,Grant County,"1,088",15.3
OR,Harney County,"1,031",14.2
OR,Hood River County,"1,943",8.4
OR,Jackson County,"29,613",13.6
OR,Jefferson County,"3,546",15
OR,Josephine County,"13,663",15.9
OR,Klamath County,"11,225",16.7
OR,Lake County,"1,259",17
OR,Lane County,"52,146",13.9
OR,Lincoln County,"7,208",14.6
OR,Linn County,"16,161",12.6
OR,Malheur County,"5,732",21
OR,Marion County,"41,154",12.2
OR,Morrow County,"1,465",12.7
OR,Multnomah County,"95,902",12
OR,Polk County,"7,949",9.4
OR,Sherman County,222,12.5
OR,Tillamook County,"3,182",12
OR,Umatilla County,"10,260",13.9
OR,Union County,"3,513",13.6
OR,Wallowa County,875,12.3
OR,Wasco County,"3,174",12.2
OR,Washington County,"48,575",8.2
OR,Wheeler County,231,17.7
OR,Yamhill County,"10,838",10.6
PA,Pennsylvania,"1,481,193",12
PA,Adams County,"7,548",7.6
PA,Allegheny County,"127,238",10.8
PA,Armstrong County,"7,076",11.1
PA,Beaver County,"18,879",11.7
PA,Bedford County,"4,928",10.4
PA,Berks County,"41,916",10.2
PA,Blair County,"17,657",14.9
PA,Bradford County,"8,527",14.3
PA,Bucks County,"35,075",5.7
PA,Butler County,"14,280",7.8
PA,Cambria County,"18,583",14.9
PA,Cameron County,613,14
PA,Carbon County,"6,198",9.8
PA,Centre County,"22,610",15.9
PA,Chester County,"30,184",5.9
PA,Clarion County,"5,162",14.1
PA,Clearfield County,"10,064",13.7
PA,Clinton County,"4,898",13.4
PA,Columbia County,"8,996",14.7
PA,Crawford County,"10,129",12.6
PA,Cumberland County,"17,269",7.2
PA,Dauphin County,"30,942",11.3
PA,Delaware County,"54,091",9.9
PA,Elk County,"2,902",9.8
PA,Erie County,"42,666",16.6
PA,Fayette County,"21,995",17.5
PA,Forest County,"1,196",26
PA,Franklin County,"12,313",8.1
PA,Fulton County,"1,749",12.2
PA,Greene County,"4,708",14.2
PA,Huntingdon County,"5,212",13
PA,Indiana County,"11,048",14
PA,Jefferson County,"6,962",16.4
PA,Juniata County,"2,538",10.4
PA,Lackawanna County,"28,812",14.2
PA,Lancaster County,"55,968",10.5
PA,Lawrence County,"10,271",12.3
PA,Lebanon County,"14,381",10.4
PA,Lehigh County,"41,397",11.5
PA,Luzerne County,"46,326",15.2
PA,Lycoming County,"14,642",13.6
PA,Mc Kean County,"5,487",14.6
PA,Mercer County,"13,469",13.1
PA,Mifflin County,"6,036",13.3
PA,Monroe County,"20,201",12.2
PA,Montgomery County,"48,819",6
PA,Montour County,"1,598",9.1
PA,Northampton County,"23,228",7.9
PA,Northumberland County,"11,561",13.3
PA,Perry County,"4,066",8.9
PA,Philadelphia County,"352,748",23
PA,Pike County,"5,054",9.2
PA,Potter County,"1,904",11.7
PA,Schuylkill County,"15,767",11.7
PA,Snyder County,"3,881",10.3
PA,Somerset County,"8,552",12.5
PA,Sullivan County,762,12.9
PA,Susquehanna County,"4,507",11.3
PA,Tioga County,"5,254",13.4
PA,Union County,"4,334",12
PA,Venango County,"6,213",12.5
PA,Warren County,"5,153",13.5
PA,Washington County,"19,860",9.9
PA,Wayne County,"5,867",12.4
PA,Westmoreland County,"35,870",10.5
PA,Wyoming County,"2,573",9.9
PA,York County,"40,477",9.2
RI,Rhode Island,"118,095",11.6
RI,Bristol County,"3,110",6.8
RI,Kent County,"13,152",8.1
RI,Newport County,"6,666",8.5
RI,Providence County,"85,644",14
RI,Washington County,"9,524",8
SC,South Carolina,"695,259",13.9
SC,Abbeville County,"3,508",14.8
SC,Aiken County,"21,071",12.5
SC,Allendale County,"2,313",30.2
SC,Anderson County,"25,717",12.9
SC,Bamberg County,"3,226",24.2
SC,Barnwell County,"5,115",24.9
SC,Beaufort County,"18,979",10.2
SC,Berkeley County,"23,953",10.7
SC,Calhoun County,"2,613",18.2
SC,Charleston County,"46,853",11.7
SC,Cherokee County,"8,951",16
SC,Chester County,"5,651",17.7
SC,Chesterfield County,"8,937",19.9
SC,Clarendon County,"8,053",25.1
SC,Colleton County,"7,823",21
SC,Darlington County,"12,767",19.6
SC,Dillon County,"8,022",26.8
SC,Dorchester County,"14,871",9.3
SC,Edgefield County,"3,839",15.7
SC,Fairfield County,"4,198",19.1
SC,Florence County,"22,950",17
SC,Georgetown County,"10,842",17.5
SC,Greenville County,"54,815",10.7
SC,Greenwood County,"12,277",18
